timestamp,sensor,target,socket,cpu,RAPL_ENERGY_PKG,time_enabled,time_running
1739717321826,sensor,all,0,9,33531101184,454342034973,454342034973
1739717321826,sensor,all,0,0,33531101184,454342034653,454342034653
1739717321826,sensor,all,0,1,33531101184,454342033303,454342033303
1739717321826,sensor,all,0,2,33531101184,454342031653,454342031653
1739717322326,sensor,all,0,3,30341922816,454842411659,454842411659
1739717322326,sensor,all,0,11,30341922816,454842417289,454842417289
1739717322326,sensor,all,0,10,30341922816,454842421029,454842421029
1739717322326,sensor,all,0,4,30341922816,454842419729,454842419729
1739717322326,sensor,all,0,5,30341922816,454842421739,454842421739
1739717322326,sensor,all,0,6,30341922816,454842422309,454842422309
1739717322326,sensor,all,0,7,30341922816,454842423929,454842423929
1739717322326,sensor,all,0,8,30341922816,454842426289,454842426289
1739717322326,sensor,all,0,9,30341922816,454842425689,454842425689
1739717322326,sensor,all,0,0,30341922816,454842425399,454842425399
1739717322326,sensor,all,0,1,30341922816,454842423859,454842423859
1739717322326,sensor,all,0,2,30341922816,454842422129,454842422129
1739717322827,sensor,all,0,3,31404261376,455342791604,455342791604
1739717322827,sensor,all,0,11,31404261376,455342797904,455342797904
1739717322827,sensor,all,0,10,31404261376,455342800804,455342800804
1739717322827,sensor,all,0,4,31404261376,455342799704,455342799704
1739717322827,sensor,all,0,5,31404261376,455342801504,455342801504
1739717322827,sensor,all,0,6,31404261376,455342802154,455342802154
1739717322827,sensor,all,0,7,31404261376,455342802124,455342802124
1739717322827,sensor,all,0,8,31404261376,455342802914,455342802914
1739717322827,sensor,all,0,9,31404261376,455342802494,455342802494
1739717322827,sensor,all,0,0,31404261376,455342801974,455342801974
1739717322827,sensor,all,0,1,31404261376,455342800144,455342800144
1739717322827,sensor,all,0,2,31404261376,455342798614,455342798614
1739717323327,sensor,all,0,3,30390616064,455843170299,455843170299
1739717323327,sensor,all,0,11,30390616064,455843177109,455843177109
1739717323327,sensor,all,0,10,30390616064,455843180559,455843180559
1739717323327,sensor,all,0,4,30390616064,455843179209,455843179209
1739717323327,sensor,all,0,5,30390616064,455843181619,455843181619
1739717323327,sensor,all,0,6,30390616064,455843182259,455843182259
1739717323327,sensor,all,0,7,30390616064,455843182309,455843182309
1739717323327,sensor,all,0,8,30390616064,455843183199,455843183199
1739717323327,sensor,all,0,9,30390616064,455843182659,455843182659
1739717323327,sensor,all,0,0,30390616064,455843182139,455843182139
1739717323327,sensor,all,0,1,30390616064,455843180569,455843180569
1739717323327,sensor,all,0,2,30390616064,455843178989,455843178989
1739717323827,sensor,all,0,3,31314083840,456343547285,456343547285
1739717323827,sensor,all,0,11,31314083840,456343553025,456343553025
1739717323827,sensor,all,0,10,31314083840,456343556155,456343556155
1739717323827,sensor,all,0,4,31314083840,456343554995,456343554995
1739717323827,sensor,all,0,5,31314083840,456343556885,456343556885
1739717323827,sensor,all,0,6,31580684288,456343557595,456343557595
1739717323827,sensor,all,0,7,31580684288,456343558365,456343558365
1739717323827,sensor,all,0,8,31580684288,456343561425,456343561425
1739717323827,sensor,all,0,9,31580684288,456343561045,456343561045
1739717323827,sensor,all,0,0,31580684288,456343560615,456343560615
1739717323827,sensor,all,0,1,31580684288,456343559365,456343559365
1739717323827,sensor,all,0,2,31580684288,456343557675,456343557675
1739717324328,sensor,all,0,3,33645002752,456844058020,456844058020
1739717324328,sensor,all,0,11,33645002752,456844063370,456844063370
1739717324328,sensor,all,0,10,33645002752,456844066240,456844066240
1739717324328,sensor,all,0,4,33645002752,456844065010,456844065010
1739717324328,sensor,all,0,5,33645002752,456844066830,456844066830
1739717324328,sensor,all,0,6,33378402304,456844067190,456844067190
1739717324328,sensor,all,0,7,33378402304,456844067840,456844067840
1739717324328,sensor,all,0,8,33378402304,456844070530,456844070530
1739717324328,sensor,all,0,9,33378402304,456844070420,456844070420
1739717324328,sensor,all,0,0,33378402304,456844069940,456844069940
1739717324328,sensor,all,0,1,33378402304,456844068140,456844068140
1739717324328,sensor,all,0,2,33378402304,456844066630,456844066630
1739717324828,sensor,all,0,3,30779113472,457344174406,457344174406
1739717324828,sensor,all,0,11,30779113472,457344178286,457344178286
1739717324828,sensor,all,0,10,30779113472,457344180766,457344180766
1739717324828,sensor,all,0,4,30779113472,457344179866,457344179866
1739717324828,sensor,all,0,5,30779113472,457344181406,457344181406
1739717324828,sensor,all,0,6,30779113472,457344181916,457344181916
1739717324828,sensor,all,0,7,30779113472,457344183316,457344183316
1739717324828,sensor,all,0,8,30779113472,457344185956,457344185956
1739717324828,sensor,all,0,9,30779113472,457344185686,457344185686
1739717324828,sensor,all,0,0,30779113472,457344185096,457344185096
1739717324828,sensor,all,0,1,30779113472,457344183236,457344183236
1739717324828,sensor,all,0,2,30779113472,457344181646,457344181646
1739717325328,sensor,all,0,3,32424001536,457844509771,457844509771
1739717325328,sensor,all,0,11,32424001536,457844514171,457844514171
1739717325328,sensor,all,0,10,32424001536,457844515261,457844515261
1739717325328,sensor,all,0,4,32424001536,457844515201,457844515201
1739717325328,sensor,all,0,5,32424001536,457844515441,457844515441
1739717325328,sensor,all,0,6,32424001536,457844515021,457844515021
1739717325328,sensor,all,0,7,32424001536,457844513891,457844513891
1739717325328,sensor,all,0,8,38125961216,457844513181,457844513181
1739717325328,sensor,all,0,9,38125961216,457844511661,457844511661
1739717325328,sensor,all,0,0,38125961216,457844510391,457844510391
1739717325328,sensor,all,0,1,38125961216,457844507931,457844507931
1739717325328,sensor,all,0,2,38125961216,457844505391,457844505391
1739717325829,sensor,all,0,3,31069962240,458345012776,458345012776
1739717325829,sensor,all,0,11,31069962240,458345015936,458345015936
